Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
2/28/2006,Minnesota Wild,2,Colorado Avalanche,4,,,,
3/1/2006,Detroit Red Wings,2,Mighty Ducks of Anaheim,0,,,,
3/2/2006,Atlanta Thrashers,2,Boston Bruins,3,,,,
3/2/2006,Minnesota Wild,2,Los Angeles Kings,3,,,,
3/2/2006,Dallas Stars,2,Phoenix Coyotes,6,,,,
3/3/2006,Toronto Maple Leafs,2,Buffalo Sabres,6,,,,
3/3/2006,Florida Panthers,2,Carolina Hurricanes,5,,,,
3/3/2006,San Jose Sharks,2,Edmonton Oilers,3,,,,
3/3/2006,Minnesota Wild,2,Mighty Ducks of Anaheim,4,,,,
3/4/2006,Columbus Blue Jackets,2,Los Angeles Kings,3,,,,
3/4/2006,Philadelphia Flyers,2,New York Islanders,4,,,,
3/6/2006,Carolina Hurricanes,2,New York Rangers,1,,,,
3/6/2006,New York Islanders,2,Washington Capitals,5,,,,
3/7/2006,Boston Bruins,2,Buffalo Sabres,3,,,,
3/8/2006,Ottawa Senators,2,Florida Panthers,6,,,,
3/9/2006,Colorado Avalanche,2,Chicago Blackhawks,1,,,,
3/9/2006,Edmonton Oilers,2,San Jose Sharks,5,,,,
3/11/2006,Dallas Stars,2,Vancouver Canucks,1,,,,
3/12/2006,Boston Bruins,2,Buffalo Sabres,6,,,,
3/12/2006,Phoenix Coyotes,2,Mighty Ducks of Anaheim,5,,,,
3/13/2006,Vancouver Canucks,2,Dallas Stars,4,,,,
3/13/2006,Tampa Bay Lightning,2,Montreal Canadiens,1,,,,
3/14/2006,Edmonton Oilers,2,Minnesota Wild,1,,,,
3/15/2006,Columbus Blue Jackets,2,Chicago Blackhawks,3,,,,
3/16/2006,New York Islanders,2,Atlanta Thrashers,4,,,,
3/16/2006,St. Louis Blues,2,San Jose Sharks,5,,,,
3/17/2006,Mighty Ducks of Anaheim,2,Chicago Blackhawks,1,,,,
3/17/2006,New York Islanders,2,Florida Panthers,4,,,,
3/18/2006,Carolina Hurricanes,2,Boston Bruins,4,,,,
3/18/2006,Toronto Maple Leafs,2,New York Rangers,5,,,,
3/18/2006,Buffalo Sabres,2,Ottawa Senators,4,,,,
3/19/2006,New York Islanders,2,Tampa Bay Lightning,5,,,,
3/20/2006,Mighty Ducks of Anaheim,2,Dallas Stars,1,,,,
3/20/2006,St. Louis Blues,2,Nashville Predators,4,,,,
3/20/2006,Boston Bruins,2,New York Rangers,5,,,,
3/21/2006,Pittsburgh Penguins,2,Ottawa Senators,5,,,,
3/21/2006,Carolina Hurricanes,2,Toronto Maple Leafs,3,,,,
3/22/2006,Minnesota Wild,2,Dallas Stars,4,,,,
3/22/2006,Washington Capitals,2,Florida Panthers,3,,,,
3/24/2006,Calgary Flames,2,Columbus Blue Jackets,3,,,,
3/24/2006,Boston Bruins,2,New Jersey Devils,4,,,,
3/25/2006,Toronto Maple Leafs,2,Montreal Canadiens,6,,,,
3/26/2006,Calgary Flames,2,Dallas Stars,3,,,,
3/31/2006,Florida Panthers,2,Carolina Hurricanes,3,,,,
4/1/2006,Carolina Hurricanes,2,Atlanta Thrashers,5,,,,
4/1/2006,Chicago Blackhawks,2,Columbus Blue Jackets,5,,,,
4/1/2006,Tampa Bay Lightning,2,Florida Panthers,4,,,,
4/2/2006,Vancouver Canucks,2,Mighty Ducks of Anaheim,6,,,,
4/4/2006,Los Angeles Kings,2,Mighty Ducks of Anaheim,6,,,,
4/5/2006,Phoenix Coyotes,2,Calgary Flames,5,,,,
4/5/2006,San Jose Sharks,2,Colorado Avalanche,1,,,,
4/5/2006,New York Islanders,2,Toronto Maple Leafs,3,,,,
4/8/2006,Carolina Hurricanes,2,Atlanta Thrashers,5,,,,
4/8/2006,St. Louis Blues,2,Colorado Avalanche,4,,,,
4/9/2006,New York Rangers,2,New Jersey Devils,3,,,,
4/10/2006,Ottawa Senators,2,Montreal Canadiens,3,,,,
4/11/2006,Columbus Blue Jackets,2,Dallas Stars,3,,,,
4/11/2006,Nashville Predators,2,St. Louis Blues,0,,,,
4/13/2006,Minnesota Wild,2,Nashville Predators,4,,,,
4/15/2006,Chicago Blackhawks,2,Columbus Blue Jackets,5,,,,
4/17/2006,Dallas Stars,2,Detroit Red Wings,3,,,,
4/17/2006,Colorado Avalanche,2,Edmonton Oilers,4,,,,
10/5/2005,Colorado Avalanche,3,Edmonton Oilers,4,,,,
10/5/2005,Calgary Flames,3,Minnesota Wild,6,,,,
10/7/2005,Calgary Flames,3,Columbus Blue Jackets,1,,,,
10/7/2005,San Jose Sharks,3,Chicago Blackhawks,6,,,,
10/8/2005,Colorado Avalanche,3,Dallas Stars,2,,,,
10/9/2005,Columbus Blue Jackets,3,Chicago Blackhawks,2,,,,
10/9/2005,Calgary Flames,3,Detroit Red Wings,6,,,,
10/10/2005,Calgary Flames,3,Colorado Avalanche,7,,,,
10/10/2005,Florida Panthers,3,New York Islanders,1,,,,
10/14/2005,Dallas Stars,3,Edmonton Oilers,2,,,,
10/14/2005,Columbus Blue Jackets,3,Mighty Ducks of Anaheim,4,,,,
10/15/2005,Toronto Maple Leafs,3,Montreal Canadiens,2,,,,
10/15/2005,Tampa Bay Lightning,3,Pittsburgh Penguins,1,,,,
10/15/2005,Chicago Blackhawks,3,San Jose Sharks,4,,,,
10/18/2005,Boston Bruins,3,Montreal Canadiens,4,,,,
10/18/2005,Florida Panthers,3,New Jersey Devils,4,,,,
10/22/2005,New Jersey Devils,3,Atlanta Thrashers,4,,,,
10/22/2005,Pittsburgh Penguins,3,Boston Bruins,6,,,,
10/22/2005,New York Islanders,3,Montreal Canadiens,4,,,,
10/22/2005,Minnesota Wild,3,St. Louis Blues,2,,,,
10/23/2005,Calgary Flames,3,Los Angeles Kings,2,,,,
10/23/2005,Phoenix Coyotes,3,Mighty Ducks of Anaheim,5,,,,
10/25/2005,Edmonton Oilers,3,Colorado Avalanche,5,,,,
10/25/2005,Vancouver Canucks,3,Minnesota Wild,1,,,,
10/25/2005,Chicago Blackhawks,3,Nashville Predators,5,,,,
10/25/2005,Atlanta Thrashers,3,New York Islanders,4,,,,
10/29/2005,Tampa Bay Lightning,3,Atlanta Thrashers,2,,,,
11/3/2005,Toronto Maple Leafs,3,Carolina Hurricanes,4,,,,
11/3/2005,Mighty Ducks of Anaheim,3,Colorado Avalanche,4,,,,
11/4/2005,Montreal Canadiens,3,Buffalo Sabres,2,,,,
11/4/2005,Columbus Blue Jackets,3,Vancouver Canucks,5,,,,
11/5/2005,Pittsburgh Penguins,3,Boston Bruins,6,,,,
11/5/2005,Atlanta Thrashers,3,Philadelphia Flyers,4,,,,
11/5/2005,Minnesota Wild,3,San Jose Sharks,1,,,,
11/5/2005,Tampa Bay Lightning,3,Toronto Maple Leafs,5,,,,
11/7/2005,Vancouver Canucks,3,Calgary Flames,4,,,,
11/7/2005,Pittsburgh Penguins,3,New York Rangers,2,,,,
11/10/2005,Dallas Stars,3,Nashville Predators,5,,,,
11/11/2005,Edmonton Oilers,3,Columbus Blue Jackets,1,,,,
11/12/2005,Colorado Avalanche,3,Calgary Flames,5,,,,
11/13/2005,Dallas Stars,3,Mighty Ducks of Anaheim,1,,,,
11/16/2005,Colorado Avalanche,3,Phoenix Coyotes,1,,,,
11/16/2005,Vancouver Canucks,3,San Jose Sharks,1,,,,
11/18/2005,Columbus Blue Jackets,3,Dallas Stars,6,,,,
11/18/2005,Colorado Avalanche,3,Mighty Ducks of Anaheim,2,,,,
11/18/2005,Montreal Canadiens,3,New Jersey Devils,5,,,,
11/19/2005,Buffalo Sabres,3,Boston Bruins,2,,,,
11/19/2005,St. Louis Blues,3,Detroit Red Wings,2,,,,
11/19/2005,Colorado Avalanche,3,Los Angeles Kings,4,,,,
11/19/2005,Carolina Hurricanes,3,New York Rangers,4,,,,
11/20/2005,Vancouver Canucks,3,Mighty Ducks of Anaheim,2,,,,
11/23/2005,Colorado Avalanche,3,Detroit Red Wings,7,,,,
11/24/2005,Los Angeles Kings,3,Nashville Predators,4,,,,
11/25/2005,Pittsburgh Penguins,3,Florida Panthers,6,,,,
11/25/2005,St. Louis Blues,3,Minnesota Wild,5,,,,
11/26/2005,Dallas Stars,3,Nashville Predators,1,,,,
11/27/2005,Buffalo Sabres,3,Washington Capitals,2,,,,
11/29/2005,Colorado Avalanche,3,Edmonton Oilers,2,,,,
11/29/2005,Buffalo Sabres,3,Pittsburgh Penguins,2,,,,
12/1/2005,Calgary Flames,3,Detroit Red Wings,2,,,,
12/1/2005,Vancouver Canucks,3,Edmonton Oilers,5,,,,
12/3/2005,Calgary Flames,3,Pittsburgh Penguins,2,,,,
12/6/2005,Atlanta Thrashers,3,San Jose Sharks,5,,,,
12/7/2005,Florida Panthers,3,Dallas Stars,4,,,,
12/8/2005,Carolina Hurricanes,3,Los Angeles Kings,2,,,,
12/8/2005,Edmonton Oilers,3,Philadelphia Flyers,2,,,,
12/10/2005,Colorado Avalanche,3,Pittsburgh Penguins,4,,,,
12/10/2005,Carolina Hurricanes,3,San Jose Sharks,4,,,,
12/10/2005,Nashville Predators,3,Tampa Bay Lightning,4,,,,
12/11/2005,Buffalo Sabres,3,Minnesota Wild,2,,,,
12/13/2005,Chicago Blackhawks,3,Carolina Hurricanes,5,,,,
12/13/2005,Philadelphia Flyers,3,Columbus Blue Jackets,1,,,,
12/13/2005,Nashville Predators,3,Florida Panthers,7,,,,
12/13/2005,Vancouver Canucks,3,New York Rangers,2,,,,
12/14/2005,Dallas Stars,3,Buffalo Sabres,4,,,,
12/14/2005,Washington Capitals,3,Los Angeles Kings,2,,,,
12/15/2005,Montreal Canadiens,3,Edmonton Oilers,5,,,,
12/15/2005,Boston Bruins,3,Minnesota Wild,2,,,,
12/15/2005,Chicago Blackhawks,3,Nashville Predators,5,,,,
12/15/2005,Tampa Bay Lightning,3,Phoenix Coyotes,1,,,,
12/17/2005,Pittsburgh Penguins,3,Buffalo Sabres,4,,,,
12/17/2005,Columbus Blue Jackets,3,Nashville Predators,7,,,,
12/18/2005,Florida Panthers,3,Washington Capitals,2,,,,
12/20/2005,New Jersey Devils,3,New York Rangers,1,,,,
12/21/2005,St. Louis Blues,3,Mighty Ducks of Anaheim,6,,,,
12/22/2005,Minnesota Wild,3,Colorado Avalanche,4,,,,
12/22/2005,Ottawa Senators,3,Philadelphia Flyers,4,,,,
12/23/2005,Florida Panthers,3,Carolina Hurricanes,4,,,,
12/23/2005,Phoenix Coyotes,3,Dallas Stars,2,,,,
12/23/2005,Los Angeles Kings,3,Edmonton Oilers,5,,,,
12/23/2005,Colorado Avalanche,3,Minnesota Wild,5,,,,
12/26/2005,New York Islanders,3,Buffalo Sabres,6,,,,
12/26/2005,San Jose Sharks,3,Los Angeles Kings,4,,,,
12/28/2005,Nashville Predators,3,Vancouver Canucks,4,,,,
12/30/2005,Columbus Blue Jackets,3,Chicago Blackhawks,2,,,,
12/30/2005,New York Islanders,3,Ottawa Senators,4,,,,
12/31/2005,Montreal Canadiens,3,Carolina Hurricanes,5,,,,
12/31/2005,Los Angeles Kings,3,Dallas Stars,2,,,,
12/31/2005,Vancouver Canucks,3,Minnesota Wild,4,,,,
1/2/2006,Ottawa Senators,3,Atlanta Thrashers,8,,,,
1/4/2006,Atlanta Thrashers,3,Carolina Hurricanes,4,,,,
1/4/2006,Ottawa Senators,3,Washington Capitals,1,,,,
1/5/2006,Vancouver Canucks,3,Chicago Blackhawks,2,,,,
1/5/2006,Columbus Blue Jackets,3,San Jose Sharks,6,,,,
1/6/2006,Detroit Red Wings,3,Nashville Predators,1,,,,
1/6/2006,Philadelphia Flyers,3,Washington Capitals,1,,,,
1/7/2006,Tampa Bay Lightning,3,Boston Bruins,6,,,,
1/7/2006,New Jersey Devils,3,Buffalo Sabres,2,,,,
1/7/2006,Toronto Maple Leafs,3,Edmonton Oilers,2,,,,
1/7/2006,Carolina Hurricanes,3,New York Islanders,0,,,,
1/10/2006,Edmonton Oilers,3,Pittsburgh Penguins,1,,,,
1/10/2006,Toronto Maple Leafs,3,Vancouver Canucks,4,,,,
1/12/2006,Philadelphia Flyers,3,Detroit Red Wings,6,,,,
1/14/2006,New York Rangers,3,Detroit Red Wings,4,,,,
1/16/2006,New York Rangers,3,Columbus Blue Jackets,4,,,,
1/16/2006,Buffalo Sabres,3,Edmonton Oilers,1,,,,
1/17/2006,Toronto Maple Leafs,3,Colorado Avalanche,5,,,,
1/18/2006,Toronto Maple Leafs,3,Minnesota Wild,5,,,,
1/19/2006,New York Islanders,3,Carolina Hurricanes,4,,,,
1/19/2006,Florida Panthers,3,Phoenix Coyotes,6,,,,
1/22/2006,Minnesota Wild,3,Chicago Blackhawks,2,,,,
1/23/2006,Montreal Canadiens,3,Carolina Hurricanes,7,,,,
1/23/2006,Calgary Flames,3,Edmonton Oilers,1,,,,
1/23/2006,Toronto Maple Leafs,3,Ottawa Senators,4,,,,
1/23/2006,Boston Bruins,3,Washington Capitals,2,,,,
1/24/2006,Boston Bruins,3,Atlanta Thrashers,2,,,,
1/27/2006,Minnesota Wild,3,Columbus Blue Jackets,4,,,,
1/28/2006,Nashville Predators,3,Columbus Blue Jackets,4,,,,
1/31/2006,Washington Capitals,3,New York Islanders,5,,,,
2/1/2006,Ottawa Senators,3,New Jersey Devils,5,,,,
2/3/2006,Vancouver Canucks,3,Calgary Flames,1,,,,
2/4/2006,Detroit Red Wings,3,Colorado Avalanche,0,,,,
2/7/2006,Chicago Blackhawks,3,Phoenix Coyotes,1,,,,
2/8/2006,Boston Bruins,3,Pittsburgh Penguins,1,,,,
2/9/2006,Detroit Red Wings,3,Nashville Predators,2,,,,
2/9/2006,Carolina Hurricanes,3,Tampa Bay Lightning,5,,,,
2/10/2006,Dallas Stars,3,San Jose Sharks,6,,,,
2/10/2006,Mighty Ducks of Anaheim,3,Vancouver Canucks,1,,,,
2/11/2006,Florida Panthers,3,Buffalo Sabres,5,,,,
2/12/2006,Colorado Avalanche,3,Detroit Red Wings,6,,,,
3/1/2006,Boston Bruins,3,Carolina Hurricanes,4,,,,
3/4/2006,Buffalo Sabres,3,Boston Bruins,2,,,,
3/4/2006,Colorado Avalanche,3,Dallas Stars,5,,,,
3/5/2006,Colorado Avalanche,3,Minnesota Wild,5,,,,
3/7/2006,Chicago Blackhawks,3,Columbus Blue Jackets,1,,,,
3/7/2006,Nashville Predators,3,Calgary Flames,2,,,,
3/7/2006,Montreal Canadiens,3,Toronto Maple Leafs,5,,,,
3/8/2006,Pittsburgh Penguins,3,Washington Capitals,6,,,,
3/9/2006,Montreal Canadiens,3,Boston Bruins,0,,,,
3/9/2006,Los Angeles Kings,3,Detroit Red Wings,7,,,,
3/10/2006,Ottawa Senators,3,Atlanta Thrashers,1,,,,
3/10/2006,Carolina Hurricanes,3,Florida Panthers,5,,,,
3/11/2006,New York Islanders,3,Boston Bruins,1,,,,
3/11/2006,New Jersey Devils,3,Pittsburgh Penguins,6,,,,
3/12/2006,Edmonton Oilers,3,Minnesota Wild,4,,,,
3/13/2006,Colorado Avalanche,3,Calgary Flames,4,,,,
3/13/2006,Los Angeles Kings,3,San Jose Sharks,4,,,,
3/14/2006,New York Rangers,3,Carolina Hurricanes,5,,,,
3/14/2006,Tampa Bay Lightning,3,Ottawa Senators,4,,,,
3/17/2006,Vancouver Canucks,3,Columbus Blue Jackets,2,,,,
3/17/2006,Philadelphia Flyers,3,Tampa Bay Lightning,6,,,,
3/19/2006,Phoenix Coyotes,3,Chicago Blackhawks,2,,,,
3/19/2006,Calgary Flames,3,Minnesota Wild,2,,,,
3/23/2006,Chicago Blackhawks,3,Phoenix Coyotes,4,,,,
3/24/2006,Ottawa Senators,3,Buffalo Sabres,1,,,,
3/24/2006,Nashville Predators,3,Mighty Ducks of Anaheim,6,,,,
3/25/2006,Washington Capitals,3,Carolina Hurricanes,1,,,,
3/25/2006,Ottawa Senators,3,Philadelphia Flyers,6,,,,
3/25/2006,Edmonton Oilers,3,Vancouver Canucks,2,,,,
3/28/2006,Mighty Ducks of Anaheim,3,Colorado Avalanche,4,,,,
3/28/2006,Minnesota Wild,3,Edmonton Oilers,2,,,,
3/28/2006,Toronto Maple Leafs,3,Philadelphia Flyers,2,,,,
3/28/2006,Nashville Predators,3,Phoenix Coyotes,5,,,,
3/29/2006,Boston Bruins,3,Buffalo Sabres,4,,,,
3/30/2006,Atlanta Thrashers,3,Tampa Bay Lightning,4,,,,
3/31/2006,Colorado Avalanche,3,Calgary Flames,6,,,,
4/2/2006,Detroit Red Wings,3,Minnesota Wild,2,,,,
4/3/2006,Chicago Blackhawks,3,Colorado Avalanche,4,,,,
4/3/2006,Columbus Blue Jackets,3,Nashville Predators,1,,,,
4/4/2006,Boston Bruins,3,Montreal Canadiens,5,,,,
4/5/2006,Nashville Predators,3,Chicago Blackhawks,4,,,,
4/6/2006,Nashville Predators,3,St. Louis Blues,0,,,,
4/8/2006,New Jersey Devils,3,Montreal Canadiens,2,,,,
4/9/2006,Tampa Bay Lightning,3,Florida Panthers,6,,,,
4/10/2006,San Jose Sharks,3,Phoenix Coyotes,2,,,,
4/11/2006,New York Islanders,3,New York Rangers,2,,,,
4/11/2006,Pittsburgh Penguins,3,Philadelphia Flyers,4,,,,
4/13/2006,Washington Capitals,3,Atlanta Thrashers,5,,,,
4/13/2006,New York Rangers,3,Pittsburgh Penguins,5,,,,
4/13/2006,Vancouver Canucks,3,San Jose Sharks,5,,,,
4/15/2006,Boston Bruins,3,Atlanta Thrashers,4,,,,
4/15/2006,Mighty Ducks of Anaheim,3,San Jose Sharks,6,,,,
4/15/2006,Detroit Red Wings,3,St. Louis Blues,2,,,,
4/16/2006,Columbus Blue Jackets,3,Chicago Blackhawks,4,,,,
4/16/2006,Phoenix Coyotes,3,St. Louis Blues,0,,,,
4/17/2006,Calgary Flames,3,Mighty Ducks of Anaheim,4,,,,
4/18/2006,Detroit Red Wings,3,Nashville Predators,6,,,,
4/18/2006,Pittsburgh Penguins,3,Toronto Maple Leafs,5,,,,
10/5/2005,St. Louis Blues,1,Detroit Red Wings,5,,,,
10/5/2005,Pittsburgh Penguins,1,New Jersey Devils,5,,,,
10/7/2005,Boston Bruins,1,Buffalo Sabres,4,,,,
