Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
6/3/2013,Boston Bruins,6,Pittsburgh Penguins,1,,18619,,
6/4/2013,Chicago Blackhawks,1,Los Angeles Kings,3,,18477,,
6/5/2013,Pittsburgh Penguins,1,Boston Bruins,2,2OT,17565,,
6/6/2013,Chicago Blackhawks,3,Los Angeles Kings,2,,18621,,
6/7/2013,Pittsburgh Penguins,0,Boston Bruins,1,,17565,,
6/8/2013,Los Angeles Kings,3,Chicago Blackhawks,4,2OT,22237,,
6/12/2013,Boston Bruins,3,Chicago Blackhawks,4,3OT,22110,,
6/15/2013,Boston Bruins,2,Chicago Blackhawks,1,OT,22154,,
6/17/2013,Chicago Blackhawks,0,Boston Bruins,2,,17565,,
6/19/2013,Chicago Blackhawks,6,Boston Bruins,5,OT,17565,,
6/22/2013,Boston Bruins,1,Chicago Blackhawks,3,,22274,,
6/24/2013,Chicago Blackhawks,3,Boston Bruins,2,,17565,,
