Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
1/4/2007,Toronto Maple Leafs,10,Boston Bruins,2,,,,
1/4/2007,Tampa Bay Lightning,3,Minnesota Wild,2,,,,
1/4/2007,Chicago Blackhawks,0,St. Louis Blues,2,,,,
1/5/2007,Pittsburgh Penguins,4,Buffalo Sabres,2,,,,
1/6/2007,New Jersey Devils,3,Ottawa Senators,2,,,,
1/7/2007,Phoenix Coyotes,4,Chicago Blackhawks,2,,,,
1/9/2007,Phoenix Coyotes,5,Dallas Stars,2,,,,
1/10/2007,St. Louis Blues,3,New Jersey Devils,2,,,,
1/10/2007,Edmonton Oilers,3,San Jose Sharks,2,,,,
1/11/2007,Toronto Maple Leafs,4,Buffalo Sabres,2,,,,
1/11/2007,San Jose Sharks,5,Los Angeles Kings,2,,,,
1/11/2007,Montreal Canadiens,4,Philadelphia Flyers,2,,,,
1/11/2007,Minnesota Wild,5,Vancouver Canucks,2,,,,
1/12/2007,Minnesota Wild,4,Edmonton Oilers,2,,,,
1/12/2007,Atlanta Thrashers,1,New Jersey Devils,2,,,,
1/12/2007,Columbus Blue Jackets,0,Nashville Predators,2,,,,
1/13/2007,Tampa Bay Lightning,3,Buffalo Sabres,2,,,,
1/15/2007,Montreal Canadiens,0,Detroit Red Wings,2,,,,
1/16/2007,St. Louis Blues,6,Anaheim Ducks,2,,,,
1/16/2007,Toronto Maple Leafs,4,Tampa Bay Lightning,2,,,,
1/18/2007,Washington Capitals,5,Carolina Hurricanes,2,,,,
1/18/2007,Toronto Maple Leafs,3,Florida Panthers,2,,,,
1/18/2007,New York Islanders,4,Philadelphia Flyers,2,,,,
1/20/2007,Phoenix Coyotes,3,Los Angeles Kings,2,,,,
1/27/2007,Pittsburgh Penguins,7,Phoenix Coyotes,2,,,,
1/30/2007,Minnesota Wild,5,St. Louis Blues,2,,,,
1/31/2007,Phoenix Coyotes,1,Anaheim Ducks,2,,,,
2/1/2007,New York Islanders,5,Atlanta Thrashers,2,,,,
2/1/2007,Dallas Stars,4,San Jose Sharks,2,,,,
2/3/2007,Philadelphia Flyers,5,Atlanta Thrashers,2,,,,
2/3/2007,Edmonton Oilers,3,Colorado Avalanche,2,,,,
2/3/2007,New York Islanders,4,Montreal Canadiens,2,,,,
2/3/2007,Washington Capitals,0,Pittsburgh Penguins,2,,,,
2/3/2007,Dallas Stars,0,St. Louis Blues,2,,,,
2/6/2007,Vancouver Canucks,5,Edmonton Oilers,2,,,,
2/7/2007,San Jose Sharks,3,Anaheim Ducks,2,,,,
2/7/2007,Philadelphia Flyers,0,New York Islanders,2,,,,
2/8/2007,Carolina Hurricanes,5,Boston Bruins,2,,,,
2/8/2007,Calgary Flames,1,Columbus Blue Jackets,2,,,,
2/8/2007,New York Islanders,0,New Jersey Devils,2,,,,
2/9/2007,Chicago Blackhawks,1,Edmonton Oilers,2,,,,
2/10/2007,New York Rangers,5,Washington Capitals,2,,,,
2/13/2007,Los Angeles Kings,1,Carolina Hurricanes,2,,,,
2/13/2007,Anaheim Ducks,0,Colorado Avalanche,2,,,,
2/14/2007,St. Louis Blues,4,Columbus Blue Jackets,2,,,,
2/15/2007,Toronto Maple Leafs,4,Philadelphia Flyers,2,,,,
2/18/2007,Montreal Canadiens,3,Columbus Blue Jackets,2,,,,
2/18/2007,Chicago Blackhawks,1,New York Rangers,2,,,,
2/20/2007,New York Rangers,1,New Jersey Devils,2,,,,
2/22/2007,Vancouver Canucks,3,Los Angeles Kings,2,,,,
2/23/2007,Boston Bruins,6,Tampa Bay Lightning,2,,,,
2/24/2007,Washington Capitals,4,New Jersey Devils,2,,,,
2/24/2007,Columbus Blue Jackets,3,New York Rangers,2,,,,
2/24/2007,Toronto Maple Leafs,5,Philadelphia Flyers,2,,,,
2/25/2007,New Jersey Devils,3,Washington Capitals,2,,,,
2/26/2007,Atlanta Thrashers,3,Boston Bruins,2,,,,
2/26/2007,Anaheim Ducks,3,San Jose Sharks,2,,,,
2/27/2007,Ottawa Senators,4,Carolina Hurricanes,2,,,,
2/28/2007,Carolina Hurricanes,0,Ottawa Senators,2,,,,
3/3/2007,Calgary Flames,4,Edmonton Oilers,2,,,,
3/3/2007,New York Islanders,6,Washington Capitals,2,,,,
3/6/2007,Calgary Flames,4,St. Louis Blues,2,,,,
3/7/2007,Phoenix Coyotes,1,Anaheim Ducks,2,,,,
3/7/2007,Colorado Avalanche,3,Buffalo Sabres,2,,,,
3/8/2007,Vancouver Canucks,4,Phoenix Coyotes,2,,,,
3/10/2007,New Jersey Devils,3,Buffalo Sabres,2,,,,
3/10/2007,Columbus Blue Jackets,1,Nashville Predators,2,,,,
3/13/2007,Detroit Red Wings,5,Nashville Predators,2,,,,
3/13/2007,Ottawa Senators,3,New York Rangers,2,,,,
3/15/2007,New Jersey Devils,3,Carolina Hurricanes,2,,,,
3/16/2007,Buffalo Sabres,3,Tampa Bay Lightning,2,,,,
3/17/2007,Minnesota Wild,4,Calgary Flames,2,,,,
3/17/2007,Carolina Hurricanes,7,New Jersey Devils,2,,,,
3/19/2007,Pittsburgh Penguins,1,New York Rangers,2,,,,
3/20/2007,Detroit Red Wings,1,Calgary Flames,2,,,,
3/20/2007,Ottawa Senators,4,St. Louis Blues,2,,,,
3/20/2007,New Jersey Devils,1,Toronto Maple Leafs,2,,,,
3/21/2007,Dallas Stars,4,Los Angeles Kings,2,,,,
3/21/2007,Nashville Predators,0,Vancouver Canucks,2,,,,
3/22/2007,Ottawa Senators,4,Florida Panthers,2,,,,
3/22/2007,Anaheim Ducks,1,Phoenix Coyotes,2,,,,
3/24/2007,Atlanta Thrashers,1,Pittsburgh Penguins,2,,,,
3/24/2007,Ottawa Senators,7,Tampa Bay Lightning,2,,,,
3/25/2007,Calgary Flames,3,Chicago Blackhawks,2,,,,
3/27/2007,New Jersey Devils,3,New York Islanders,2,,,,
3/27/2007,Boston Bruins,3,Ottawa Senators,2,,,,
3/27/2007,Florida Panthers,5,Tampa Bay Lightning,2,,,,
3/29/2007,Pittsburgh Penguins,4,Boston Bruins,2,,,,
3/29/2007,Anaheim Ducks,5,Columbus Blue Jackets,2,,,,
3/29/2007,Vancouver Canucks,4,Los Angeles Kings,2,,,,
3/29/2007,Calgary Flames,4,Minnesota Wild,2,,,,
3/30/2007,Tampa Bay Lightning,4,Carolina Hurricanes,2,,,,
3/31/2007,Atlanta Thrashers,3,Boston Bruins,2,,,,
3/31/2007,Minnesota Wild,1,Colorado Avalanche,2,,,,
3/31/2007,Dallas Stars,4,Nashville Predators,2,,,,
3/31/2007,Ottawa Senators,5,New York Islanders,2,,,,
3/31/2007,Calgary Flames,3,Vancouver Canucks,2,,,,
4/1/2007,Edmonton Oilers,1,Chicago Blackhawks,2,,,,
4/2/2007,St. Louis Blues,4,Dallas Stars,2,,,,
4/3/2007,Boston Bruins,0,Montreal Canadiens,2,,,,
4/3/2007,St. Louis Blues,5,Phoenix Coyotes,2,,,,
4/4/2007,Washington Capitals,3,Atlanta Thrashers,2,,,,
4/5/2007,Pittsburgh Penguins,3,Ottawa Senators,2,,,,
4/5/2007,New Jersey Devils,3,Philadelphia Flyers,2,,,,
4/6/2007,Florida Panthers,7,Tampa Bay Lightning,2,,,,
4/7/2007,Edmonton Oilers,3,Calgary Flames,2,,,,
4/7/2007,Nashville Predators,4,Colorado Avalanche,2,,,,
4/7/2007,New York Islanders,4,Philadelphia Flyers,2,,,,
4/7/2007,New York Rangers,1,Pittsburgh Penguins,2,,,,
10/5/2006,Chicago Blackhawks,8,Nashville Predators,6,,,,
10/5/2006,Toronto Maple Leafs,6,Ottawa Senators,0,,,,
10/7/2006,Columbus Blue Jackets,5,Chicago Blackhawks,4,,,,
10/7/2006,Nashville Predators,5,Minnesota Wild,6,,,,
10/12/2006,Pittsburgh Penguins,6,New York Rangers,5,,,,
10/13/2006,San Jose Sharks,6,Vancouver Canucks,4,,,,
10/14/2006,Carolina Hurricanes,5,Pittsburgh Penguins,1,,,,
10/16/2006,Chicago Blackhawks,5,Colorado Avalanche,3,,,,
10/16/2006,Carolina Hurricanes,5,Tampa Bay Lightning,1,,,,
10/21/2006,Colorado Avalanche,5,Montreal Canadiens,8,,,,
10/21/2006,Tampa Bay Lightning,6,Washington Capitals,4,,,,
10/23/2006,Atlanta Thrashers,6,Florida Panthers,3,,,,
10/25/2006,Vancouver Canucks,5,Chicago Blackhawks,0,,,,
10/25/2006,Washington Capitals,5,Colorado Avalanche,3,,,,
10/28/2006,New York Rangers,7,Phoenix Coyotes,3,,,,
11/1/2006,Colorado Avalanche,5,Columbus Blue Jackets,3,,,,
11/1/2006,Nashville Predators,5,Edmonton Oilers,3,,,,
11/4/2006,Washington Capitals,5,Philadelphia Flyers,3,,,,
11/6/2006,Tampa Bay Lightning,5,New York Islanders,1,,,,
11/7/2006,Los Angeles Kings,6,Colorado Avalanche,5,,,,
11/9/2006,Toronto Maple Leafs,6,Boston Bruins,4,,,,
11/9/2006,San Jose Sharks,7,Los Angeles Kings,3,,,,
11/9/2006,Anaheim Ducks,6,Vancouver Canucks,0,,,,
11/10/2006,Ottawa Senators,6,Pittsburgh Penguins,3,,,,
11/13/2006,Buffalo Sabres,7,Carolina Hurricanes,4,,,,
11/13/2006,Montreal Canadiens,6,Ottawa Senators,3,,,,
11/15/2006,Philadelphia Flyers,7,Anaheim Ducks,4,,,,
11/15/2006,Nashville Predators,5,Columbus Blue Jackets,4,,,,
11/17/2006,Dallas Stars,5,Atlanta Thrashers,3,,,,
11/20/2006,Pittsburgh Penguins,5,Philadelphia Flyers,3,,,,
11/22/2006,Tampa Bay Lightning,6,Florida Panthers,4,,,,
11/24/2006,Carolina Hurricanes,5,Boston Bruins,1,,,,
11/24/2006,Ottawa Senators,6,Florida Panthers,4,,,,
11/24/2006,Toronto Maple Leafs,7,Washington Capitals,1,,,,
11/30/2006,Colorado Avalanche,7,Edmonton Oilers,3,,,,
11/30/2006,Nashville Predators,5,St. Louis Blues,4,,,,
12/2/2006,New York Islanders,5,Pittsburgh Penguins,3,,,,
12/3/2006,New York Islanders,7,New York Rangers,4,,,,
12/4/2006,Boston Bruins,6,Montreal Canadiens,5,,,,
12/5/2006,Detroit Red Wings,5,St. Louis Blues,1,,,,
12/8/2006,Anaheim Ducks,6,Washington Capitals,1,,,,
12/9/2006,New Jersey Devils,5,Boston Bruins,1,,,,
12/9/2006,Washington Capitals,5,Philadelphia Flyers,3,,,,
12/9/2006,Columbus Blue Jackets,5,St. Louis Blues,1,,,,
12/12/2006,Anaheim Ducks,5,Florida Panthers,4,,,,
12/16/2006,Florida Panthers,6,Boston Bruins,3,,,,
12/16/2006,Chicago Blackhawks,6,Columbus Blue Jackets,4,,,,
12/16/2006,Calgary Flames,6,Phoenix Coyotes,3,,,,
12/17/2006,New Jersey Devils,6,New York Rangers,1,,,,
12/19/2006,Colorado Avalanche,7,Edmonton Oilers,6,,,,
12/19/2006,Calgary Flames,5,Los Angeles Kings,3,,,,
12/19/2006,Florida Panthers,7,Toronto Maple Leafs,3,,,,
12/19/2006,Tampa Bay Lightning,5,Washington Capitals,4,,,,
12/23/2006,Ottawa Senators,6,Philadelphia Flyers,3,,,,
12/27/2006,Dallas Stars,5,Colorado Avalanche,4,,,,
12/28/2006,Detroit Red Wings,7,Columbus Blue Jackets,4,,,,
12/28/2006,Los Angeles Kings,7,Edmonton Oilers,4,,,,
12/29/2006,Boston Bruins,5,Chicago Blackhawks,3,,,,
1/1/2007,Colorado Avalanche,5,Nashville Predators,3,,,,
1/5/2007,Nashville Predators,8,Chicago Blackhawks,3,,,,
1/9/2007,New York Islanders,5,New York Rangers,3,,,,
1/11/2007,Calgary Flames,7,Colorado Avalanche,3,,,,
1/11/2007,Anaheim Ducks,5,Dallas Stars,1,,,,
1/11/2007,Ottawa Senators,6,New York Rangers,4,,,,
1/11/2007,Detroit Red Wings,5,Phoenix Coyotes,1,,,,
1/13/2007,Pittsburgh Penguins,5,Philadelphia Flyers,3,,,,
1/13/2007,Los Angeles Kings,5,St. Louis Blues,6,,,,
1/13/2007,Vancouver Canucks,6,Toronto Maple Leafs,1,,,,
1/26/2007,San Jose Sharks,5,Edmonton Oilers,1,,,,
1/27/2007,Nashville Predators,6,St. Louis Blues,3,,,,
1/29/2007,New York Rangers,6,Boston Bruins,1,,,,
2/1/2007,Minnesota Wild,5,Colorado Avalanche,3,,,,
2/3/2007,Los Angeles Kings,7,Florida Panthers,0,,,,
2/6/2007,Anaheim Ducks,7,San Jose Sharks,4,,,,
2/8/2007,Atlanta Thrashers,6,Colorado Avalanche,3,,,,
2/10/2007,Ottawa Senators,5,Montreal Canadiens,3,,,,
2/11/2007,Chicago Blackhawks,5,Columbus Blue Jackets,4,,,,
2/11/2007,Colorado Avalanche,5,Dallas Stars,7,,,,
2/13/2007,San Jose Sharks,6,St. Louis Blues,5,,,,
2/15/2007,Colorado Avalanche,7,Calgary Flames,5,,,,
2/16/2007,Pittsburgh Penguins,5,New Jersey Devils,4,,,,
2/17/2007,Carolina Hurricanes,5,Montreal Canadiens,3,,,,
2/17/2007,Philadelphia Flyers,5,New York Rangers,3,,,,
2/19/2007,Pittsburgh Penguins,5,New York Islanders,6,,,,
2/19/2007,Boston Bruins,6,Philadelphia Flyers,3,,,,
2/24/2007,Buffalo Sabres,5,Ottawa Senators,6,,,,
2/27/2007,Buffalo Sabres,6,Toronto Maple Leafs,1,,,,
3/1/2007,Colorado Avalanche,6,Chicago Blackhawks,1,,,,
3/1/2007,Minnesota Wild,5,Edmonton Oilers,0,,,,
3/2/2007,Montreal Canadiens,5,Buffalo Sabres,8,,,,
3/3/2007,Nashville Predators,6,Los Angeles Kings,3,,,,
3/9/2007,Minnesota Wild,5,Buffalo Sabres,1,,,,
3/10/2007,Chicago Blackhawks,7,Phoenix Coyotes,5,,,,
3/11/2007,Boston Bruins,6,Detroit Red Wings,3,,,,
3/15/2007,Buffalo Sabres,5,Florida Panthers,3,,,,
3/15/2007,San Jose Sharks,5,Phoenix Coyotes,1,,,,
3/17/2007,New York Islanders,5,Florida Panthers,8,,,,
3/17/2007,Colorado Avalanche,6,Phoenix Coyotes,3,,,,
3/18/2007,Los Angeles Kings,5,Anaheim Ducks,3,,,,
3/21/2007,Colorado Avalanche,5,Edmonton Oilers,1,,,,
3/22/2007,San Jose Sharks,5,Atlanta Thrashers,1,,,,
3/22/2007,Montreal Canadiens,6,Boston Bruins,3,,,,
3/31/2007,New York Rangers,6,Philadelphia Flyers,4,,,,
4/7/2007,Ottawa Senators,6,Boston Bruins,3,,,,
4/7/2007,Montreal Canadiens,5,Toronto Maple Leafs,6,,,,
10/5/2006,Philadelphia Flyers,0,Pittsburgh Penguins,4,,,,
10/7/2006,Florida Panthers,0,Atlanta Thrashers,6,,,,
10/14/2006,Columbus Blue Jackets,0,Minnesota Wild,5,,,,
10/28/2006,Washington Capitals,0,Edmonton Oilers,4,,,,
10/28/2006,Columbus Blue Jackets,0,New Jersey Devils,1,,,,
10/30/2006,Chicago Blackhawks,0,Philadelphia Flyers,3,,,,
11/8/2006,Edmonton Oilers,0,Detroit Red Wings,3,,,,
11/9/2006,Washington Capitals,0,Carolina Hurricanes,5,,,,
11/10/2006,Anaheim Ducks,0,Calgary Flames,3,,,,
11/10/2006,Nashville Predators,0,Detroit Red Wings,3,,,,
11/11/2006,Colorado Avalanche,0,Nashville Predators,1,,,,
11/12/2006,Columbus Blue Jackets,0,Chicago Blackhawks,1,,,,
11/14/2006,St. Louis Blues,0,Calgary Flames,3,,,,
11/21/2006,San Jose Sharks,0,Anaheim Ducks,5,,,,
11/21/2006,Carolina Hurricanes,0,New York Rangers,4,,,,
11/22/2006,Nashville Predators,0,Dallas Stars,1,,,,
11/23/2006,Vancouver Canucks,0,Nashville Predators,6,,,,
11/24/2006,Phoenix Coyotes,0,Minnesota Wild,4,,,,
11/25/2006,Florida Panthers,0,Atlanta Thrashers,1,,,,
11/28/2006,Columbus Blue Jackets,0,Vancouver Canucks,1,,,,
11/30/2006,Toronto Maple Leafs,0,Atlanta Thrashers,5,,,,
11/30/2006,Florida Panthers,0,Ottawa Senators,6,,,,
12/4/2006,San Jose Sharks,0,Dallas Stars,1,,,,
12/5/2006,Carolina Hurricanes,0,Calgary Flames,3,,,,
12/6/2006,Nashville Predators,0,Anaheim Ducks,4,,,,
12/6/2006,Phoenix Coyotes,0,Dallas Stars,3,,,,
12/7/2006,Atlanta Thrashers,0,Tampa Bay Lightning,8,,,,
12/11/2006,Phoenix Coyotes,0,San Jose Sharks,4,,,,
12/14/2006,Ottawa Senators,0,Nashville Predators,6,,,,
12/16/2006,Atlanta Thrashers,0,New York Islanders,6,,,,
12/20/2006,Columbus Blue Jackets,0,Detroit Red Wings,5,,,,
12/23/2006,Los Angeles Kings,0,Nashville Predators,7,,,,
12/23/2006,Columbus Blue Jackets,0,New York Islanders,4,,,,
12/26/2006,Pittsburgh Penguins,0,New Jersey Devils,3,,,,
12/29/2006,New York Rangers,0,Ottawa Senators,1,,,,
12/30/2006,Boston Bruins,0,Nashville Predators,5,,,,
12/30/2006,San Jose Sharks,0,Phoenix Coyotes,8,,,,
1/2/2007,Carolina Hurricanes,0,Pittsburgh Penguins,3,,,,
1/3/2007,Columbus Blue Jackets,0,Los Angeles Kings,3,,,,
1/9/2007,Minnesota Wild,0,Calgary Flames,3,,,,
1/16/2007,New York Rangers,0,New Jersey Devils,1,,,,
1/18/2007,Columbus Blue Jackets,0,Nashville Predators,4,,,,
1/30/2007,Florida Panthers,0,Pittsburgh Penguins,3,,,,
2/3/2007,Anaheim Ducks,0,Nashville Predators,3,,,,
2/8/2007,Detroit Red Wings,0,St. Louis Blues,1,,,,
2/9/2007,Tampa Bay Lightning,0,New York Rangers,5,,,,
2/10/2007,Anaheim Ducks,0,Dallas Stars,1,,,,
2/13/2007,Edmonton Oilers,0,Boston Bruins,3,,,,
2/14/2007,San Jose Sharks,0,Nashville Predators,5,,,,
2/14/2007,Florida Panthers,0,Ottawa Senators,4,,,,
2/16/2007,San Jose Sharks,0,Columbus Blue Jackets,3,,,,
2/16/2007,Nashville Predators,0,St. Louis Blues,1,,,,
2/27/2007,Montreal Canadiens,0,New York Rangers,4,,,,
3/6/2007,Los Angeles Kings,0,Chicago Blackhawks,3,,,,
3/6/2007,Washington Capitals,0,Toronto Maple Leafs,3,,,,
3/11/2007,Edmonton Oilers,0,San Jose Sharks,3,,,,
3/12/2007,Philadelphia Flyers,0,Phoenix Coyotes,4,,,,
3/16/2007,Columbus Blue Jackets,0,San Jose Sharks,3,,,,
3/17/2007,Boston Bruins,0,New York Rangers,7,,,,
3/20/2007,Boston Bruins,0,Montreal Canadiens,1,,,,
3/21/2007,Philadelphia Flyers,0,New York Rangers,5,,,,
3/25/2007,Boston Bruins,0,Pittsburgh Penguins,5,,,,
3/26/2007,Anaheim Ducks,0,Detroit Red Wings,1,,,,
3/27/2007,Phoenix Coyotes,0,Dallas Stars,6,,,,
4/3/2007,Columbus Blue Jackets,0,Detroit Red Wings,3,,,,
4/3/2007,Edmonton Oilers,0,Minnesota Wild,3,,,,
4/3/2007,Florida Panthers,0,Washington Capitals,1,,,,
4/5/2007,Edmonton Oilers,0,Minnesota Wild,3,,,,
10/4/2006,Ottawa Senators,4,Toronto Maple Leafs,1,,,,
10/6/2006,New Jersey Devils,4,Carolina Hurricanes,0,,,,
10/7/2006,Buffalo Sabres,4,Ottawa Senators,3,,,,
10/9/2006,San Jose Sharks,4,Calgary Flames,1,,,,
10/12/2006,San Jose Sharks,4,Edmonton Oilers,6,,,,
10/12/2006,Dallas Stars,4,Los Angeles Kings,1,,,,
10/13/2006,Carolina Hurricanes,4,Atlanta Thrashers,3,,,,
10/14/2006,New York Rangers,4,Buffalo Sabres,7,,,,
10/14/2006,Edmonton Oilers,4,Colorado Avalanche,3,,,,
10/14/2006,Dallas Stars,4,Los Angeles Kings,1,,,,
10/17/2006,Calgary Flames,4,Montreal Canadiens,5,,,,
10/18/2006,Colorado Avalanche,4,Toronto Maple Leafs,1,,,,
10/19/2006,Los Angeles Kings,4,Phoenix Coyotes,0,,,,
10/20/2006,Carolina Hurricanes,4,Buffalo Sabres,5,,,,
10/20/2006,Chicago Blackhawks,4,Dallas Stars,5,,,,
10/21/2006,St. Louis Blues,4,Chicago Blackhawks,3,,,,
10/21/2006,Dallas Stars,4,Phoenix Coyotes,0,,,,
10/21/2006,Minnesota Wild,4,San Jose Sharks,1,,,,
10/23/2006,Buffalo Sabres,4,Montreal Canadiens,1,,,,
10/27/2006,Detroit Red Wings,4,Dallas Stars,3,,,,
10/28/2006,Tampa Bay Lightning,4,Carolina Hurricanes,6,,,,
11/2/2006,Montreal Canadiens,4,Carolina Hurricanes,0,,,,
11/3/2006,Atlanta Thrashers,4,Washington Capitals,3,,,,
11/4/2006,Toronto Maple Leafs,4,Buffalo Sabres,1,,,,
11/4/2006,Nashville Predators,4,Minnesota Wild,3,,,,
11/4/2006,Atlanta Thrashers,4,New York Islanders,1,,,,
11/4/2006,Los Angeles Kings,4,Phoenix Coyotes,6,,,,
11/8/2006,Ottawa Senators,4,Atlanta Thrashers,5,,,,
