Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
5/4/2002,Ottawa Senators,2,Toronto Maple Leafs,3,3OT,,,
5/5/2002,Montreal Canadiens,4,Carolina Hurricanes,1,,,,
5/6/2002,Toronto Maple Leafs,2,Ottawa Senators,3,,,,
5/6/2002,Colorado Avalanche,4,San Jose Sharks,6,,,,
5/7/2002,Carolina Hurricanes,1,Montreal Canadiens,2,OT,,,
5/7/2002,Detroit Red Wings,1,St. Louis Blues,6,,,,
5/8/2002,Toronto Maple Leafs,2,Ottawa Senators,1,,,,
5/8/2002,Colorado Avalanche,4,San Jose Sharks,1,,,,
5/9/2002,Carolina Hurricanes,4,Montreal Canadiens,3,OT,,,
5/9/2002,Detroit Red Wings,4,St. Louis Blues,3,,,,
5/10/2002,Ottawa Senators,4,Toronto Maple Leafs,2,,,,
5/11/2002,San Jose Sharks,5,Colorado Avalanche,3,,,,
5/11/2002,St. Louis Blues,0,Detroit Red Wings,4,,,,
5/12/2002,Toronto Maple Leafs,4,Ottawa Senators,3,,,,
5/12/2002,Montreal Canadiens,1,Carolina Hurricanes,5,,,,
5/13/2002,Carolina Hurricanes,8,Montreal Canadiens,2,,,,
5/13/2002,Colorado Avalanche,2,San Jose Sharks,1,OT,,,
5/14/2002,Ottawa Senators,0,Toronto Maple Leafs,3,,,,
5/15/2002,San Jose Sharks,0,Colorado Avalanche,1,,,,
5/16/2002,Toronto Maple Leafs,2,Carolina Hurricanes,1,,,,
5/18/2002,Colorado Avalanche,3,Detroit Red Wings,5,,,,
5/19/2002,Toronto Maple Leafs,1,Carolina Hurricanes,2,OT,,,
5/20/2002,Colorado Avalanche,4,Detroit Red Wings,3,OT,,,
5/21/2002,Carolina Hurricanes,2,Toronto Maple Leafs,1,OT,,,
5/22/2002,Detroit Red Wings,2,Colorado Avalanche,1,OT,,,
5/23/2002,Carolina Hurricanes,3,Toronto Maple Leafs,0,,,,
5/25/2002,Toronto Maple Leafs,1,Carolina Hurricanes,0,,,,
5/25/2002,Detroit Red Wings,2,Colorado Avalanche,3,,,,
5/27/2002,Colorado Avalanche,2,Detroit Red Wings,1,OT,,,
5/28/2002,Carolina Hurricanes,2,Toronto Maple Leafs,1,OT,,,
5/29/2002,Detroit Red Wings,2,Colorado Avalanche,0,,,,
5/31/2002,Colorado Avalanche,0,Detroit Red Wings,7,,,,
6/4/2002,Carolina Hurricanes,3,Detroit Red Wings,2,OT,,,
6/6/2002,Carolina Hurricanes,1,Detroit Red Wings,3,,,,
6/8/2002,Detroit Red Wings,3,Carolina Hurricanes,2,3OT,,,
6/10/2002,Detroit Red Wings,3,Carolina Hurricanes,0,,,,
6/13/2002,Carolina Hurricanes,1,Detroit Red Wings,3,,,,
