Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
12/14/2008,Minnesota Wild,2,Anaheim Ducks,4,,16577,,
12/16/2008,Montreal Canadiens,2,Carolina Hurricanes,3,,16434,,
12/16/2008,Colorado Avalanche,2,Philadelphia Flyers,5,,19219,,
12/17/2008,Edmonton Oilers,2,Vancouver Canucks,4,,18630,,
12/18/2008,Philadelphia Flyers,2,Montreal Canadiens,5,,21273,,
12/18/2008,St. Louis Blues,2,Washington Capitals,4,,18277,,
12/20/2008,Carolina Hurricanes,2,Boston Bruins,4,,17565,,
12/20/2008,New York Rangers,2,San Jose Sharks,3,,17496,,
12/20/2008,Minnesota Wild,2,St. Louis Blues,4,,19150,,
12/22/2008,Phoenix Coyotes,2,Edmonton Oilers,4,,16839,,
12/23/2008,Carolina Hurricanes,2,Minnesota Wild,3,,18568,,
12/23/2008,Boston Bruins,2,New Jersey Devils,0,,16305,,
12/23/2008,Tampa Bay Lightning,2,Pittsburgh Penguins,0,,17064,,
12/26/2008,Phoenix Coyotes,2,Los Angeles Kings,1,,18118,,
12/26/2008,Detroit Red Wings,2,Nashville Predators,3,,17113,,
12/26/2008,Buffalo Sabres,2,Washington Capitals,3,,18277,,
12/28/2008,Boston Bruins,2,Atlanta Thrashers,1,,16835,,
12/28/2008,Nashville Predators,2,Edmonton Oilers,5,,16839,,
12/29/2008,Columbus Blue Jackets,2,Los Angeles Kings,0,,18118,,
12/31/2008,Columbus Blue Jackets,2,Anaheim Ducks,0,,16758,,
12/31/2008,New Jersey Devils,2,Dallas Stars,4,,18584,,
12/31/2008,Florida Panthers,2,New York Islanders,4,,12211,,
1/1/2009,Pittsburgh Penguins,2,Boston Bruins,4,,17565,,
1/1/2009,Vancouver Canucks,2,Nashville Predators,1,,16502,,
1/3/2009,Columbus Blue Jackets,2,St. Louis Blues,5,,19150,,
1/4/2009,Calgary Flames,2,Chicago Blackhawks,5,,22146,,
1/4/2009,Minnesota Wild,2,Colorado Avalanche,0,,14125,,
1/5/2009,New York Islanders,2,Edmonton Oilers,3,,16839,,
1/6/2009,Ottawa Senators,2,Buffalo Sabres,4,,18443,,
1/6/2009,New Jersey Devils,2,Carolina Hurricanes,3,,15399,,
1/6/2009,San Jose Sharks,2,Calgary Flames,5,,19289,,
1/6/2009,Colorado Avalanche,2,Nashville Predators,1,,13598,,
1/8/2009,New York Islanders,2,Calgary Flames,5,,19289,,
1/8/2009,Carolina Hurricanes,2,Florida Panthers,4,,10323,,
1/8/2009,Toronto Maple Leafs,2,Montreal Canadiens,6,,21273,,
1/8/2009,Tampa Bay Lightning,2,Phoenix Coyotes,3,,13736,,
1/10/2009,Minnesota Wild,2,Columbus Blue Jackets,4,,16605,,
1/10/2009,New York Rangers,2,Ottawa Senators,0,,19029,,
1/13/2009,New York Rangers,2,New York Islanders,1,,16234,,
1/13/2009,Nashville Predators,2,Toronto Maple Leafs,0,,19223,,
1/15/2009,Nashville Predators,2,Montreal Canadiens,3,,21273,,
1/15/2009,Boston Bruins,2,New York Islanders,1,,15548,,
1/15/2009,Colorado Avalanche,2,St. Louis Blues,5,,17545,,
1/16/2009,New Jersey Devils,2,Columbus Blue Jackets,1,,17738,,
1/18/2009,Calgary Flames,2,Colorado Avalanche,6,,16113,,
1/19/2009,Dallas Stars,2,Tampa Bay Lightning,4,,13991,,
1/19/2009,Carolina Hurricanes,2,Toronto Maple Leafs,0,,19018,,
1/20/2009,Montreal Canadiens,2,Atlanta Thrashers,4,,13076,,
1/20/2009,Anaheim Ducks,2,New York Rangers,4,,18200,,
1/20/2009,Washington Capitals,2,Ottawa Senators,3,,20125,,
1/20/2009,Carolina Hurricanes,2,Pittsburgh Penguins,1,,16972,,
1/21/2009,St. Louis Blues,2,Chicago Blackhawks,0,,22299,,
1/21/2009,Montreal Canadiens,2,New Jersey Devils,5,,16235,,
1/27/2009,Philadelphia Flyers,2,Florida Panthers,3,,13904,,
1/27/2009,Carolina Hurricanes,2,New York Rangers,3,,18200,,
1/28/2009,Buffalo Sabres,2,Calgary Flames,5,,19289,,
1/28/2009,New York Rangers,2,Pittsburgh Penguins,6,,16965,,
1/29/2009,Tampa Bay Lightning,2,Carolina Hurricanes,3,,16405,,
1/29/2009,Chicago Blackhawks,2,Los Angeles Kings,5,,18118,,
1/31/2009,Buffalo Sabres,2,Phoenix Coyotes,0,,16253,,
1/31/2009,Detroit Red Wings,2,Washington Capitals,4,,18277,,
2/1/2009,Nashville Predators,2,Edmonton Oilers,1,,16839,,
2/2/2009,Buffalo Sabres,2,Anaheim Ducks,3,,16874,,
2/3/2009,Pittsburgh Penguins,2,Montreal Canadiens,4,,21273,,
2/5/2009,Dallas Stars,2,Colorado Avalanche,3,,13624,,
2/5/2009,New York Islanders,2,Florida Panthers,3,,14206,,
2/5/2009,Anaheim Ducks,2,Nashville Predators,4,,14877,,
2/6/2009,Montreal Canadiens,2,Buffalo Sabres,3,,18161,,
2/6/2009,New York Rangers,2,Dallas Stars,10,,18532,,
2/6/2009,Nashville Predators,2,Minnesota Wild,0,,18568,,
2/7/2009,Anaheim Ducks,2,Calgary Flames,1,,19289,,
2/9/2009,Montreal Canadiens,2,Calgary Flames,6,,19289,,
2/11/2009,Montreal Canadiens,2,Edmonton Oilers,7,,16839,,
2/11/2009,Colorado Avalanche,2,Minnesota Wild,3,,18568,,
2/11/2009,New York Islanders,2,New Jersey Devils,4,,14251,,
2/12/2009,Minnesota Wild,2,Detroit Red Wings,4,,20066,,
2/12/2009,Calgary Flames,2,Los Angeles Kings,0,,17286,,
2/13/2009,Detroit Red Wings,2,Columbus Blue Jackets,3,,18802,,
2/14/2009,Dallas Stars,2,Chicago Blackhawks,6,,22704,,
2/14/2009,Pittsburgh Penguins,2,Toronto Maple Leafs,6,,19365,,
2/15/2009,Montreal Canadiens,2,Vancouver Canucks,4,,18630,,
2/16/2009,Ottawa Senators,2,Nashville Predators,0,,14681,,
2/17/2009,Edmonton Oilers,2,San Jose Sharks,4,,17496,,
2/18/2009,Nashville Predators,2,Detroit Red Wings,6,,20066,,
2/19/2009,Edmonton Oilers,2,Dallas Stars,4,,17792,,
2/19/2009,Los Angeles Kings,2,San Jose Sharks,4,,17496,,
2/20/2009,Anaheim Ducks,2,Detroit Red Wings,5,,20066,,
2/21/2009,New York Rangers,2,Buffalo Sabres,4,,18690,,
2/21/2009,Detroit Red Wings,2,Minnesota Wild,5,,18568,,
2/22/2009,Colorado Avalanche,2,Carolina Hurricanes,5,,18680,,
2/22/2009,Minnesota Wild,2,Chicago Blackhawks,1,,22443,,
2/22/2009,Pittsburgh Penguins,2,Washington Capitals,5,,18277,,
2/24/2009,Carolina Hurricanes,2,Ottawa Senators,4,,16541,,
2/26/2009,Florida Panthers,2,New York Rangers,1,,18200,,
2/26/2009,San Jose Sharks,2,Ottawa Senators,1,,17791,,
2/28/2009,Minnesota Wild,2,Edmonton Oilers,3,,16839,,
2/28/2009,San Jose Sharks,2,Montreal Canadiens,3,,21273,,
2/28/2009,Florida Panthers,2,New Jersey Devils,7,,16256,,
3/1/2009,Los Angeles Kings,2,Chicago Blackhawks,4,,21386,,
3/2/2009,Colorado Avalanche,2,New York Islanders,4,,11298,,
3/3/2009,Minnesota Wild,2,Vancouver Canucks,4,,18630,,
3/5/2009,Phoenix Coyotes,2,Boston Bruins,1,,16818,,
3/5/2009,Columbus Blue Jackets,2,Nashville Predators,4,,13064,,
3/5/2009,Edmonton Oilers,2,Ottawa Senators,4,,17904,,
3/5/2009,Toronto Maple Leafs,2,Washington Capitals,1,,18277,,
3/8/2009,Calgary Flames,2,Atlanta Thrashers,5,,13469,,
3/8/2009,Phoenix Coyotes,2,New York Islanders,3,,13413,,
3/9/2009,Vancouver Canucks,2,Los Angeles Kings,3,,16995,,
3/10/2009,Calgary Flames,2,New Jersey Devils,3,,14598,,
3/10/2009,Buffalo Sabres,2,Philadelphia Flyers,5,,19421,,
3/10/2009,Dallas Stars,2,St. Louis Blues,5,,17708,,
3/12/2009,Carolina Hurricanes,2,Dallas Stars,3,,16788,,
3/12/2009,Phoenix Coyotes,2,New Jersey Devils,5,,14578,,
3/12/2009,Washington Capitals,2,Philadelphia Flyers,1,,19728,,
3/13/2009,Los Angeles Kings,2,Vancouver Canucks,4,,18630,,
3/14/2009,New York Rangers,2,Philadelphia Flyers,4,,19836,,
3/14/2009,Nashville Predators,2,Phoenix Coyotes,0,,13197,,
3/15/2009,Colorado Avalanche,2,Vancouver Canucks,4,,18630,,
3/17/2009,Philadelphia Flyers,2,Detroit Red Wings,3,,20066,,
3/17/2009,Chicago Blackhawks,2,New Jersey Devils,3,,17625,,
3/17/2009,Buffalo Sabres,2,Ottawa Senators,4,,20053,,
3/17/2009,Atlanta Thrashers,2,Pittsburgh Penguins,6,,17088,,
3/17/2009,Dallas Stars,2,Vancouver Canucks,4,,18630,,
3/18/2009,New Jersey Devils,2,Carolina Hurricanes,4,,18544,,
3/21/2009,New York Islanders,2,Ottawa Senators,5,,19751,,
3/21/2009,Dallas Stars,2,San Jose Sharks,5,,17496,,
3/22/2009,Phoenix Coyotes,2,Anaheim Ducks,6,,17215,,
3/22/2009,Ottawa Senators,2,New York Rangers,1,,18200,,
3/23/2009,New Jersey Devils,2,Philadelphia Flyers,4,,19762,,
3/26/2009,San Jose Sharks,2,Nashville Predators,3,,16562,,
3/26/2009,Edmonton Oilers,2,Phoenix Coyotes,3,,14337,,
3/26/2009,Vancouver Canucks,2,St. Louis Blues,4,,19250,,
3/27/2009,New York Islanders,2,Detroit Red Wings,0,,20066,,
3/28/2009,Minnesota Wild,2,Calgary Flames,3,,19289,,
3/28/2009,Carolina Hurricanes,2,New Jersey Devils,1,,17018,,
3/28/2009,Phoenix Coyotes,2,San Jose Sharks,3,,17496,,
3/30/2009,San Jose Sharks,2,Calgary Flames,1,,19289,,
3/31/2009,Ottawa Senators,2,Florida Panthers,5,,15247,,
4/1/2009,Philadelphia Flyers,2,Toronto Maple Leafs,3,,19340,,
4/2/2009,New York Rangers,2,Carolina Hurricanes,4,,18680,,
4/2/2009,Calgary Flames,2,Dallas Stars,1,,17106,,
4/2/2009,San Jose Sharks,2,Edmonton Oilers,1,,16839,,
4/5/2009,Minnesota Wild,2,Detroit Red Wings,3,,20066,,
4/5/2009,Pittsburgh Penguins,2,Florida Panthers,4,,18232,,
4/7/2009,Los Angeles Kings,2,Edmonton Oilers,1,,16839,,
4/7/2009,Boston Bruins,2,Ottawa Senators,3,,19053,,
4/11/2009,Tampa Bay Lightning,2,Atlanta Thrashers,6,,17122,,
4/11/2009,Carolina Hurricanes,2,New Jersey Devils,3,,17625,,
4/11/2009,Ottawa Senators,2,Toronto Maple Leafs,5,,19370,,
10/9/2008,Anaheim Ducks,1,San Jose Sharks,4,,17496,,
10/10/2008,New York Islanders,1,New Jersey Devils,2,,16834,,
10/11/2008,Dallas Stars,1,Nashville Predators,3,,17113,,
10/11/2008,Columbus Blue Jackets,1,Phoenix Coyotes,3,,17125,,
10/11/2008,Los Angeles Kings,1,San Jose Sharks,3,,17496,,
10/12/2008,San Jose Sharks,1,Los Angeles Kings,0,,18118,,
10/13/2008,New Jersey Devils,1,New York Rangers,4,,18200,,
10/13/2008,Vancouver Canucks,1,Washington Capitals,5,,16847,,
10/15/2008,Phoenix Coyotes,1,Chicago Blackhawks,4,,20522,,
10/16/2008,New Jersey Devils,1,Atlanta Thrashers,0,,11293,,
10/16/2008,Dallas Stars,1,St. Louis Blues,6,,18550,,
10/18/2008,Phoenix Coyotes,1,Montreal Canadiens,4,,21273,,
10/18/2008,Toronto Maple Leafs,1,Pittsburgh Penguins,4,,17033,,
10/20/2008,Florida Panthers,1,Montreal Canadiens,3,,21273,,
10/21/2008,Washington Capitals,1,Calgary Flames,2,,19289,,
10/23/2008,Edmonton Oilers,1,Colorado Avalanche,4,,14898,,
10/23/2008,Washington Capitals,1,Phoenix Coyotes,2,,14722,,
10/23/2008,Carolina Hurricanes,1,Pittsburgh Penguins,4,,17132,,
10/25/2008,Columbus Blue Jackets,1,Minnesota Wild,2,,18568,,
10/28/2008,Pittsburgh Penguins,1,San Jose Sharks,2,,17496,,
10/28/2008,Boston Bruins,1,Vancouver Canucks,0,,18630,,
10/30/2008,Edmonton Oilers,1,Nashville Predators,3,,11294,,
10/30/2008,Pittsburgh Penguins,1,Phoenix Coyotes,4,,15178,,
10/30/2008,Carolina Hurricanes,1,St. Louis Blues,0,,17860,,
11/1/2008,Dallas Stars,1,Boston Bruins,5,,14576,,
11/1/2008,Atlanta Thrashers,1,New Jersey Devils,6,,14958,,
11/4/2008,Minnesota Wild,1,San Jose Sharks,3,,17183,,
11/6/2008,Philadelphia Flyers,1,Ottawa Senators,4,,18938,,
11/7/2008,Ottawa Senators,1,Carolina Hurricanes,2,,15206,,
11/8/2008,Buffalo Sabres,1,Boston Bruins,3,,17565,,
11/8/2008,Calgary Flames,1,Columbus Blue Jackets,3,,14088,,
11/8/2008,New Jersey Devils,1,Detroit Red Wings,3,,20066,,
11/8/2008,Florida Panthers,1,Phoenix Coyotes,4,,14807,,
11/8/2008,Dallas Stars,1,San Jose Sharks,2,,17496,,
11/8/2008,New York Rangers,1,Washington Capitals,3,,17948,,
11/9/2008,Calgary Flames,1,Chicago Blackhawks,6,,21169,,
11/13/2008,Montreal Canadiens,1,Boston Bruins,6,,16816,,
11/13/2008,Calgary Flames,1,San Jose Sharks,6,,17496,,
11/14/2008,New Jersey Devils,1,Washington Capitals,3,,18277,,
11/18/2008,Montreal Canadiens,1,Carolina Hurricanes,2,,12164,,
11/18/2008,Colorado Avalanche,1,Calgary Flames,4,,19289,,
11/20/2008,Calgary Flames,1,Colorado Avalanche,0,,14536,,
11/20/2008,Florida Panthers,1,New Jersey Devils,3,,14291,,
11/21/2008,Nashville Predators,1,Tampa Bay Lightning,4,,16444,,
11/22/2008,New York Rangers,1,Ottawa Senators,4,,19619,,
11/24/2008,Colorado Avalanche,1,Anaheim Ducks,4,,16632,,
11/24/2008,Phoenix Coyotes,1,New York Rangers,4,,18200,,
11/26/2008,St. Louis Blues,1,Colorado Avalanche,3,,14568,,
11/28/2008,Colorado Avalanche,1,Phoenix Coyotes,2,,14031,,
11/29/2008,Detroit Red Wings,1,Boston Bruins,4,,17565,,
11/29/2008,Vancouver Canucks,1,Calgary Flames,3,,19289,,
11/29/2008,New Jersey Devils,1,Pittsburgh Penguins,4,,17132,,
12/1/2008,Anaheim Ducks,1,Detroit Red Wings,2,,18862,,
12/3/2008,Atlanta Thrashers,1,Ottawa Senators,5,,17215,,
12/4/2008,Buffalo Sabres,1,Florida Panthers,2,,13123,,
12/7/2008,Washington Capitals,1,Carolina Hurricanes,3,,15308,,
12/7/2008,Phoenix Coyotes,1,Chicago Blackhawks,7,,21217,,
12/9/2008,Los Angeles Kings,1,Colorado Avalanche,6,,14122,,
12/9/2008,Calgary Flames,1,Montreal Canadiens,4,,21273,,
12/10/2008,Pittsburgh Penguins,1,New Jersey Devils,4,,16808,,
12/10/2008,Boston Bruins,1,Washington Capitals,3,,17697,,
12/11/2008,Minnesota Wild,1,Phoenix Coyotes,3,,13296,,
12/12/2008,Detroit Red Wings,1,Dallas Stars,3,,18532,,
12/12/2008,Ottawa Senators,1,Washington Capitals,5,,17973,,
12/13/2008,New York Islanders,1,Columbus Blue Jackets,3,,15443,,
12/13/2008,Minnesota Wild,1,Los Angeles Kings,3,,14857,,
12/14/2008,Columbus Blue Jackets,1,Chicago Blackhawks,3,,21379,,
12/18/2008,Nashville Predators,1,Phoenix Coyotes,2,,14193,,
12/19/2008,New York Islanders,1,Minnesota Wild,4,,18568,,
12/19/2008,Ottawa Senators,1,New Jersey Devils,5,,13242,,
12/20/2008,Washington Capitals,1,Philadelphia Flyers,7,,19897,,
12/23/2008,St. Louis Blues,1,Detroit Red Wings,4,,20066,,
12/26/2008,Philadelphia Flyers,1,Chicago Blackhawks,5,,22712,,
12/26/2008,Pittsburgh Penguins,1,New Jersey Devils,0,,16921,,
12/26/2008,Toronto Maple Leafs,1,New York Islanders,4,,15173,,
12/28/2008,Toronto Maple Leafs,1,Washington Capitals,4,,18277,,
12/29/2008,Minnesota Wild,1,Calgary Flames,2,,19289,,
12/29/2008,Nashville Predators,1,Colorado Avalanche,5,,15643,,
12/31/2008,Atlanta Thrashers,1,Carolina Hurricanes,3,,18137,,
12/31/2008,Colorado Avalanche,1,Phoenix Coyotes,3,,15008,,
1/2/2009,St. Louis Blues,1,Carolina Hurricanes,2,,17092,,
1/2/2009,Montreal Canadiens,1,New Jersey Devils,4,,17625,,
1/3/2009,Dallas Stars,1,Edmonton Oilers,4,,16839,,
1/3/2009,Ottawa Senators,1,Toronto Maple Leafs,3,,19406,,
1/3/2009,New York Rangers,1,Washington Capitals,2,,18277,,
1/6/2009,Los Angeles Kings,1,Anaheim Ducks,3,,17174,,
1/6/2009,Minnesota Wild,1,Boston Bruins,0,,16272,,
1/6/2009,Atlanta Thrashers,1,Pittsburgh Penguins,3,,16975,,
1/8/2009,Chicago Blackhawks,1,Colorado Avalanche,2,,15174,,
1/8/2009,Dallas Stars,1,Detroit Red Wings,6,,20066,,
1/8/2009,Minnesota Wild,1,Philadelphia Flyers,3,,19596,,
1/10/2009,Carolina Hurricanes,1,Boston Bruins,5,,17565,,
1/10/2009,Buffalo Sabres,1,Detroit Red Wings,3,,20066,,
1/10/2009,Chicago Blackhawks,1,Nashville Predators,4,,16802,,
1/10/2009,Toronto Maple Leafs,1,Philadelphia Flyers,4,,19787,,
1/11/2009,Nashville Predators,1,Chicago Blackhawks,3,,21666,,
1/11/2009,St. Louis Blues,1,Edmonton Oilers,2,,16839,,
1/13/2009,Montreal Canadiens,1,Boston Bruins,3,,17565,,
1/13/2009,St. Louis Blues,1,Calgary Flames,3,,19289,,
1/13/2009,Carolina Hurricanes,1,Ottawa Senators,5,,18512,,
1/13/2009,Tampa Bay Lightning,1,San Jose Sharks,7,,17496,,
1/14/2009,Buffalo Sabres,1,Chicago Blackhawks,4,,21684,,
1/15/2009,Edmonton Oilers,1,Minnesota Wild,5,,18568,,
1/15/2009,Philadelphia Flyers,1,Tampa Bay Lightning,4,,15604,,
1/16/2009,Anaheim Ducks,1,Pittsburgh Penguins,3,,17005,,
1/17/2009,Carolina Hurricanes,1,Buffalo Sabres,3,,18690,,
1/17/2009,Boston Bruins,1,Washington Capitals,2,,18277,,
1/21/2009,Anaheim Ducks,1,New York Islanders,2,,11853,,
1/27/2009,Toronto Maple Leafs,1,Minnesota Wild,6,,18568,,
1/29/2009,Montreal Canadiens,1,Florida Panthers,5,,16334,,
1/30/2009,Nashville Predators,1,Calgary Flames,3,,19289,,
1/30/2009,Minnesota Wild,1,Edmonton Oilers,3,,16839,,
1/31/2009,Florida Panthers,1,New York Islanders,3,,13336,,
2/3/2009,Calgary Flames,1,Dallas Stars,3,,16395,,
2/3/2009,Phoenix Coyotes,1,Nashville Predators,2,,13195,,
2/3/2009,Tampa Bay Lightning,1,New York Islanders,3,,9808,,
2/3/2009,Los Angeles Kings,1,Ottawa Senators,0,,18054,,
2/6/2009,Columbus Blue Jackets,1,Pittsburgh Penguins,4,,17050,,
2/7/2009,Colorado Avalanche,1,St. Louis Blues,4,,19250,,
2/7/2009,Florida Panthers,1,Washington Capitals,3,,18277,,
2/8/2009,Nashville Predators,1,Dallas Stars,4,,17689,,
2/11/2009,Phoenix Coyotes,1,Dallas Stars,0,,16440,,
2/13/2009,Vancouver Canucks,1,Dallas Stars,2,,18532,,
2/14/2009,New York Islanders,1,Philadelphia Flyers,5,,19789,,
2/16/2009,New York Rangers,1,St. Louis Blues,2,,16341,,
2/18/2009,New York Islanders,1,New York Rangers,3,,18200,,
2/20/2009,Tampa Bay Lightning,1,Carolina Hurricanes,4,,17711,,
2/21/2009,Atlanta Thrashers,1,San Jose Sharks,3,,17496,,
2/23/2009,San Jose Sharks,1,Dallas Stars,0,,17988,,
2/24/2009,Florida Panthers,1,Boston Bruins,6,,16781,,
2/24/2009,Columbus Blue Jackets,1,Calgary Flames,4,,19289,,
2/24/2009,Phoenix Coyotes,1,St. Louis Blues,2,,17512,,
2/25/2009,San Jose Sharks,1,Detroit Red Wings,4,,20066,,
2/26/2009,Columbus Blue Jackets,1,Edmonton Oilers,0,,16839,,
2/26/2009,Phoenix Coyotes,1,Nashville Predators,4,,14954,,
2/27/2009,Minnesota Wild,1,Calgary Flames,4,,19289,,
2/27/2009,Los Angeles Kings,1,Detroit Red Wings,2,,20066,,
2/27/2009,Tampa Bay Lightning,1,Vancouver Canucks,2,,18630,,
2/28/2009,Colorado Avalanche,1,New York Rangers,6,,18200,,
3/1/2009,Columbus Blue Jackets,1,Vancouver Canucks,3,,18630,,
3/4/2009,Montreal Canadiens,1,Buffalo Sabres,5,,17745,,
3/6/2009,Phoenix Coyotes,1,Buffalo Sabres,5,,18690,,
3/6/2009,Calgary Flames,1,Carolina Hurricanes,6,,18108,,
3/7/2009,Nashville Predators,1,Philadelphia Flyers,4,,19611,,
3/7/2009,San Jose Sharks,1,Vancouver Canucks,3,,18630,,
3/9/2009,Toronto Maple Leafs,1,Ottawa Senators,2,,18898,,
3/12/2009,Florida Panthers,1,Buffalo Sabres,3,,18690,,
3/12/2009,San Jose Sharks,1,St. Louis Blues,3,,19150,,
3/14/2009,New York Islanders,1,Boston Bruins,2,,17565,,
3/15/2009,San Jose Sharks,1,Anaheim Ducks,0,,17511,,
3/15/2009,Philadelphia Flyers,1,New York Rangers,4,,18200,,
3/16/2009,Washington Capitals,1,Atlanta Thrashers,5,,13336,,
3/18/2009,Dallas Stars,1,Calgary Flames,2,,19289,,
3/19/2009,Toronto Maple Leafs,1,Florida Panthers,3,,15467,,
3/20/2009,Los Angeles Kings,1,Pittsburgh Penguins,4,,17132,,
3/21/2009,Washington Capitals,1,Carolina Hurricanes,4,,18680,,
3/21/2009,Vancouver Canucks,1,Phoenix Coyotes,5,,17125,,
3/22/2009,New Jersey Devils,1,Boston Bruins,4,,17565,,
