Date,Visitor,G,Home,G2,Column1,Att.,LOG,Notes
4/28/2001,Los Angeles Kings,0,Colorado Avalanche,2,,,,
4/28/2001,Toronto Maple Leafs,5,New Jersey Devils,6,OT,,,
4/29/2001,St. Louis Blues,2,Dallas Stars,1,,,,
4/30/2001,Colorado Avalanche,4,Los Angeles Kings,3,,,,
4/30/2001,Buffalo Sabres,4,Pittsburgh Penguins,1,,,,
5/1/2001,New Jersey Devils,3,Toronto Maple Leafs,2,OT,,,
5/1/2001,Dallas Stars,2,St. Louis Blues,3,2OT,,,
5/2/2001,Colorado Avalanche,3,Los Angeles Kings,0,,,,
5/2/2001,Buffalo Sabres,5,Pittsburgh Penguins,2,,,,
5/3/2001,Dallas Stars,1,St. Louis Blues,4,,,,
5/3/2001,New Jersey Devils,1,Toronto Maple Leafs,3,,,,
5/4/2001,Los Angeles Kings,1,Colorado Avalanche,0,,,,
5/5/2001,Pittsburgh Penguins,2,Buffalo Sabres,3,OT,,,
5/5/2001,Toronto Maple Leafs,3,New Jersey Devils,2,,,,
5/6/2001,Colorado Avalanche,0,Los Angeles Kings,1,2OT,,,
5/7/2001,New Jersey Devils,4,Toronto Maple Leafs,2,,,,
5/8/2001,Buffalo Sabres,2,Pittsburgh Penguins,3,OT,,,
5/9/2001,Los Angeles Kings,1,Colorado Avalanche,5,,,,
5/9/2001,Toronto Maple Leafs,1,New Jersey Devils,5,,,,
5/10/2001,Pittsburgh Penguins,3,Buffalo Sabres,2,OT,,,
5/12/2001,St. Louis Blues,1,Colorado Avalanche,4,,,,
5/12/2001,Pittsburgh Penguins,1,New Jersey Devils,3,,,,
5/14/2001,St. Louis Blues,2,Colorado Avalanche,4,,,,
5/15/2001,Pittsburgh Penguins,4,New Jersey Devils,2,,,,
5/16/2001,Colorado Avalanche,3,St. Louis Blues,4,2OT,,,
5/17/2001,New Jersey Devils,3,Pittsburgh Penguins,0,,,,
5/18/2001,Colorado Avalanche,4,St. Louis Blues,3,OT,,,
5/19/2001,New Jersey Devils,5,Pittsburgh Penguins,0,,,,
5/21/2001,St. Louis Blues,1,Colorado Avalanche,2,OT,,,
5/22/2001,Pittsburgh Penguins,2,New Jersey Devils,4,,,,
5/26/2001,New Jersey Devils,0,Colorado Avalanche,5,,,,
5/29/2001,New Jersey Devils,2,Colorado Avalanche,1,,,,
5/31/2001,Colorado Avalanche,3,New Jersey Devils,1,,,,
6/2/2001,Colorado Avalanche,2,New Jersey Devils,3,,,,
6/4/2001,New Jersey Devils,4,Colorado Avalanche,1,,,,
6/7/2001,Colorado Avalanche,4,New Jersey Devils,0,,,,
6/9/2001,New Jersey Devils,1,Colorado Avalanche,3,,,,
